379072953	Cluster012149
379072954	Cluster012148
379072955	Cluster013810
379072956	Cluster013811
379072957	Cluster013812
379072958	Cluster013813
379072959	Cluster013814
379072960	Cluster013815
379072961	Cluster013817
379072962	Cluster013818
379072963	Cluster013819
379072964	Cluster012493
379072965	Cluster012492
379072966	Cluster012491
379072967	Cluster012490
379072968	Cluster012497
379072969	Cluster012496
379072970	Cluster012495
379072971	Cluster012494
379072972	Cluster008946
379072973	Cluster008947
379072974	Cluster008944
379072975	Cluster008945
379072976	Cluster008942
379072977	Cluster008943
379072978	Cluster008940
379072979	Cluster008941
379072980	Cluster005145
379072981	Cluster000684m
379072982	Cluster005147
379072983	Cluster001514p
379072984	Cluster006247
379072985	Cluster006246
379072986	Cluster006245
379072987	Cluster006244
379072988	Cluster006243
379072989	Cluster006242
379072990	Cluster006241
379072991	Cluster006240
379072992	Cluster005141
379072993	Cluster000684p
379072994	Cluster006249
379072995	Cluster005140
379072996	Cluster001736
379072997	Cluster001734
379072998	Cluster001735
379072999	Cluster001732
379073000	Cluster053272
379073001	Cluster001730
379073002	Cluster001731
379073003	Cluster001863p
379073004	Cluster005142
379073005	Cluster001738
379073006	Cluster039458
379073007	Cluster039459
379073008	Cluster000030
379073009	Cluster001863m
379073010	Cluster039450
379073011	Cluster039451
379073012	Cluster039452
379073013	Cluster039453
379073014	Cluster039454
379073015	Cluster039455
379073016	Cluster039456
379073017	Cluster039457
379073018	Cluster003396
379073019	Cluster003397
379073020	Cluster003395
379073021	Cluster003392
379073022	Cluster003393
379073023	Cluster028137
379073024	Cluster028136
379073025	Cluster028139
379073026	Cluster028138
379073027	Cluster003398
379073028	Cluster053279
379073029	Cluster035173
379073030	Cluster035172
379073031	Cluster035171
379073032	Cluster035170
379073033	Cluster035177
379073034	Cluster035176
379073035	Cluster035175
379073036	Cluster035174
379073037	Cluster035178
379073038	Cluster013362
379073039	Cluster013363
379073040	Cluster013360
379073041	Cluster013361
379073042	Cluster013366
379073043	Cluster013367
379073044	Cluster013364
379073045	Cluster013368
379073046	Cluster013369
379073047	Cluster000626p
379073048	Cluster000626m
379073049	Cluster049010
379073050	Cluster001655m
379073051	Cluster002185p
379073052	Cluster021418p
379073053	Cluster021418m
379073054	Cluster046008
379073055	Cluster001655p
379073056	Cluster016137
379073057	Cluster002041
379073058	Cluster002043
379073059	Cluster002042
379073060	Cluster002045
379073061	Cluster002044
379073062	Cluster002047
379073063	Cluster002046
379073064	Cluster002049
379073065	Cluster002048
379073066	Cluster048764
379073067	Cluster048765
379073068	Cluster048762
379073069	Cluster048763
379073070	Cluster018969
379073071	Cluster018968
379073072	Cluster036480
379073073	Cluster036481
379073074	Cluster036486
379073075	Cluster036487
379073076	Cluster036484
379073077	Cluster036485
379073078	Cluster018961
379073079	Cluster018960
379073080	Cluster018963
379073081	Cluster018962
379073082	Cluster018965
379073083	Cluster018964
379073084	Cluster018967
379073085	Cluster018966
379073086	Cluster040559
379073087	Cluster040558
379073088	Cluster040555
379073089	Cluster040554
379073090	Cluster040557
379073091	Cluster040556
379073092	Cluster040551
379073093	Cluster040550
379073094	Cluster040553
379073095	Cluster040552
379073096	Cluster035288
379073097	Cluster038460
379073098	Cluster038461
379073099	Cluster038466
379073100	Cluster038467
379073101	Cluster030679
379073102	Cluster030678
379073103	Cluster035281
379073104	Cluster030676
379073105	Cluster030674
379073106	Cluster030673
379073107	Cluster030672
379073108	Cluster030671
379073109	Cluster030670
379073110	Cluster036738
379073111	Cluster036739
379073112	Cluster031108
379073113	Cluster031109
379073114	Cluster031106
379073115	Cluster031107
379073116	Cluster031104
379073117	Cluster031105
379073118	Cluster031102
379073119	Cluster031103
379073120	Cluster031100
379073121	Cluster031101
379073122	Cluster011206p
379073123	Cluster012854
379073124	Cluster000339m
379073125	Cluster002185m
379073126	Cluster011439
379073127	Cluster011434
379073128	Cluster011435
379073129	Cluster011436
379073130	Cluster011437
379073131	Cluster011430
379073132	Cluster043111
379073133	Cluster011432
379073134	Cluster011433
379073135	Cluster015328
379073136	Cluster015329
379073137	Cluster003808
379073138	Cluster003809
379073139	Cluster015324
379073140	Cluster003807
379073141	Cluster003804
379073142	Cluster003805
379073143	Cluster003802
379073144	Cluster003803
379073145	Cluster015322
379073146	Cluster015323
379073147	Cluster005493
379073148	Cluster035829
379073149	Cluster005492
379073150	Cluster035825
379073151	Cluster035824
379073152	Cluster035827
379073153	Cluster035826
379073154	Cluster035821
379073155	Cluster035820
379073156	Cluster035823
379073157	Cluster035822
379073158	Cluster005490
379073159	Cluster039339
379073160	Cluster039338
379073161	Cluster039335
379073162	Cluster039334
379073163	Cluster039337
379073164	Cluster039336
379073165	Cluster039331
379073166	Cluster039330
379073167	Cluster039333
379073168	Cluster039332
379073169	Cluster002601m
379073170	Cluster005494
379073171	Cluster037469
379073172	Cluster037468
379073173	Cluster037463
379073174	Cluster037462
379073175	Cluster037461
379073176	Cluster037460
379073177	Cluster037467
379073178	Cluster037465
379073179	Cluster037464
379073180	Cluster005498
379073181	Cluster015721
379073182	Cluster054718
379073183	Cluster054719
379073184	Cluster054717
379073185	Cluster054714
379073186	Cluster054715
379073187	Cluster054712
379073188	Cluster054713
379073189	Cluster054710
379073190	Cluster054711
379073191	Cluster001633m
379073192	Cluster016700
379073193	Cluster022948
379073194	Cluster022949
379073195	Cluster022942
379073196	Cluster022943
379073197	Cluster022940
379073198	Cluster022941
379073199	Cluster022946
379073200	Cluster022947
379073201	Cluster022944
379073202	Cluster022945
379073203	Cluster052714
379073204	Cluster052715
379073205	Cluster052716
379073206	Cluster052717
379073207	Cluster052710
379073208	Cluster052711
379073209	Cluster052712
379073210	Cluster052713
379073211	Cluster052718
379073212	Cluster052719
379073213	Cluster006012
379073214	Cluster006013
379073215	Cluster006010
379073216	Cluster012808
379073217	Cluster012809
379073218	Cluster017878
379073219	Cluster017879
379073220	Cluster044669
379073221	Cluster044668
379073222	Cluster012800
379073223	Cluster012801
379073224	Cluster012802
379073225	Cluster012803
379073226	Cluster012804
379073227	Cluster017877
379073228	Cluster012806
379073229	Cluster012807
379073230	Cluster019261
379073231	Cluster006014
379073232	Cluster047318
379073233	Cluster047319
379073234	Cluster047316
379073235	Cluster047317
379073236	Cluster047314
379073237	Cluster047315
379073238	Cluster047312
379073239	Cluster047313
379073240	Cluster047310
379073241	Cluster047311
379073242	Cluster042795
379073243	Cluster042794
379073244	Cluster042797
379073245	Cluster042796
379073246	Cluster042791
379073247	Cluster042790
379073248	Cluster042793
379073249	Cluster042792
379073250	Cluster042799
379073251	Cluster042798
379073252	Cluster038755
379073253	Cluster019266
379073254	Cluster021415
379073255	Cluster021414
379073256	Cluster021417
379073257	Cluster021416
379073258	Cluster021411
379073259	Cluster021410
379073260	Cluster021413
379073261	Cluster021412
379073262	Cluster021419
379073263	Cluster018135
379073264	Cluster002567m
379073265	Cluster029878
379073266	Cluster016709
379073267	Cluster002567p
379073268	Cluster051504
379073269	Cluster027813
379073270	Cluster027812
379073271	Cluster027810
379073272	Cluster027817
379073273	Cluster027816
379073274	Cluster027815
379073275	Cluster027819
379073276	Cluster027818
379073277	Cluster045224
379073278	Cluster045225
379073279	Cluster045226
379073280	Cluster045227
379073281	Cluster045220
379073282	Cluster045223
379073283	Cluster045228
379073284	Cluster045229
379073285	Cluster053397
379073286	Cluster053396
379073287	Cluster053395
379073288	Cluster053394
379073289	Cluster053393
379073290	Cluster053392
379073291	Cluster053391
379073292	Cluster053390
379073293	Cluster053399
379073294	Cluster053398
379073295	Cluster004717
379073296	Cluster004716
379073297	Cluster004715
379073298	Cluster004713
379073299	Cluster004712
379073300	Cluster004711
379073301	Cluster004710
379073302	Cluster012617
379073303	Cluster004719
379073304	Cluster004718
379073305	Cluster025071
379073306	Cluster043949
379073307	Cluster043948
379073308	Cluster043947
379073309	Cluster043946
379073310	Cluster043945
379073311	Cluster043944
379073312	Cluster043943
379073313	Cluster043942
379073314	Cluster043941
379073315	Cluster043940
379073316	Cluster005243m
379073317	Cluster036627
379073318	Cluster027527
379073319	Cluster029872
379073320	Cluster020452
379073321	Cluster020453
379073322	Cluster020450
379073323	Cluster020451
379073324	Cluster020456
379073325	Cluster020457
379073326	Cluster020454
379073327	Cluster020455
379073328	Cluster053973
379073329	Cluster053972
379073330	Cluster020458
379073331	Cluster020459
379073332	Cluster053977
379073333	Cluster053976
379073334	Cluster053975
379073335	Cluster022426
379073336	Cluster022421
379073337	Cluster022420
379073338	Cluster022423
379073339	Cluster025430
379073340	Cluster051531
379073341	Cluster051530
379073342	Cluster051533
379073343	Cluster051535
379073344	Cluster051534
379073345	Cluster051537
379073346	Cluster051536
379073347	Cluster051539
379073348	Cluster051538
379073349	Cluster023220
379073350	Cluster023221
379073351	Cluster023222
379073352	Cluster023223
379073353	Cluster023224
379073354	Cluster023225
379073355	Cluster023226
379073356	Cluster023227
379073357	Cluster023228
379073358	Cluster023229
379073359	Cluster026880
379073360	Cluster016918
379073361	Cluster016919
379073362	Cluster016916
379073363	Cluster016917
379073364	Cluster016915
379073365	Cluster016912
379073366	Cluster016913
379073367	Cluster016910
379073368	Cluster016911
379073369	Cluster024746
379073370	Cluster021995
379073371	Cluster021996
379073372	Cluster010424
379073373	Cluster010425
379073374	Cluster010426
379073375	Cluster010427
379073376	Cluster010420
379073377	Cluster010421
379073378	Cluster010422
379073379	Cluster010423
379073380	Cluster024742
379073381	Cluster010428
379073382	Cluster021991
379073383	Cluster027109
379073384	Cluster027108
379073385	Cluster027105
379073386	Cluster027104
379073387	Cluster027107
379073388	Cluster027106
379073389	Cluster027101
379073390	Cluster027100
379073391	Cluster027103
379073392	Cluster027102
379073393	Cluster033759
379073394	Cluster033758
379073395	Cluster033751
379073396	Cluster033750
379073397	Cluster033752
379073398	Cluster033755
379073399	Cluster033754
379073400	Cluster033757
379073401	Cluster033756
379073402	Cluster023484
379073403	Cluster023485
379073404	Cluster026474
379073405	Cluster023487
379073406	Cluster023480
379073407	Cluster023481
379073408	Cluster026470
379073409	Cluster023483
379073410	Cluster023488
379073411	Cluster023489
379073412	Cluster026478
379073413	Cluster026479
379073414	Cluster045654
379073415	Cluster022573
379073416	Cluster022572
379073417	Cluster022571
379073418	Cluster022570
379073419	Cluster022577
379073420	Cluster022576
379073421	Cluster022575
379073422	Cluster022574
379073423	Cluster022579
379073424	Cluster022578
379073425	Cluster021882
379073426	Cluster021883
379073427	Cluster021880
379073428	Cluster021881
379073429	Cluster021886
379073430	Cluster021887
379073431	Cluster021884
379073432	Cluster021885
379073433	Cluster021888
379073434	Cluster021889
379073435	Cluster022689
379073436	Cluster022688
379073437	Cluster022681
379073438	Cluster022680
379073439	Cluster022683
379073440	Cluster022682
379073441	Cluster022685
379073442	Cluster022684
379073443	Cluster022687
379073444	Cluster022686
379073445	Cluster012959m
379073446	Cluster001075m
379073447	Cluster043046
379073448	Cluster011524
379073449	Cluster043045
379073450	Cluster043042
379073451	Cluster034612
379073452	Cluster001075p
379073453	Cluster043043
379073454	Cluster043040
379073455	Cluster043041
379073456	Cluster034196
379073457	Cluster034197
379073458	Cluster034194
379073459	Cluster034195
379073460	Cluster034192
379073461	Cluster034193
379073462	Cluster034190
379073463	Cluster039253
379073464	Cluster034198
379073465	Cluster021953
379073466	Cluster043425
379073467	Cluster043048
379073468	Cluster043049
379073469	Cluster004362
379073470	Cluster020869
379073471	Cluster020868
379073472	Cluster004363
379073473	Cluster020863
379073474	Cluster020862
379073475	Cluster020861
379073476	Cluster020860
379073477	Cluster020867
379073478	Cluster020866
379073479	Cluster020865
379073480	Cluster020864
379073481	Cluster010845m
379073482	Cluster004361
379073483	Cluster004366
379073484	Cluster007156p
379073485	Cluster004367
379073486	Cluster006590
379073487	Cluster004364
379073488	Cluster047971
379073489	Cluster032696
379073490	Cluster001549
379073491	Cluster004368
379073492	Cluster004369
379073493	Cluster047978
379073494	Cluster025848
379073495	Cluster047979
379073496	Cluster001540
379073497	Cluster030479
379073498	Cluster030478
379073499	Cluster030471
379073500	Cluster030470
379073501	Cluster030473
379073502	Cluster030472
379073503	Cluster030475
379073504	Cluster030474
379073505	Cluster030477
379073506	Cluster030476
379073507	Cluster009714
379073508	Cluster009715
379073509	Cluster009716
379073510	Cluster009710
379073511	Cluster009711
379073512	Cluster009712
379073513	Cluster009713
379073514	Cluster036132
379073515	Cluster036133
379073516	Cluster036130
379073517	Cluster036131
379073518	Cluster009718
379073519	Cluster036137
379073520	Cluster036134
379073521	Cluster036135
379073522	Cluster006830
379073523	Cluster006831
379073524	Cluster006832
379073525	Cluster006833
379073526	Cluster006834
379073527	Cluster006835
379073528	Cluster006836
379073529	Cluster006838
379073530	Cluster006839
379073531	Cluster017266
379073532	Cluster032837
379073533	Cluster032836
379073534	Cluster032835
379073535	Cluster032834
379073536	Cluster032833
379073537	Cluster032831
379073538	Cluster032830
379073539	Cluster017264
379073540	Cluster032839
379073541	Cluster032838
379073542	Cluster011878
379073543	Cluster017269
379073544	Cluster008465
379073545	Cluster006498
379073546	Cluster007358
379073547	Cluster007359
379073548	Cluster007356
379073549	Cluster044775
379073550	Cluster000967p
379073551	Cluster011876
379073552	Cluster044774
379073553	Cluster043557
379073554	Cluster007352
379073555	Cluster005288
379073556	Cluster011871
379073557	Cluster018125
379073558	Cluster005289
379073559	Cluster043552
379073560	Cluster044778
379073561	Cluster011873
379073562	Cluster018415
379073563	Cluster018414
379073564	Cluster018417
379073565	Cluster018416
379073566	Cluster018411
379073567	Cluster018410
379073568	Cluster018413
379073569	Cluster018412
379073570	Cluster018419
379073571	Cluster018418
379073572	Cluster037265
379073573	Cluster037264
379073574	Cluster037267
379073575	Cluster037266
379073576	Cluster037261
379073577	Cluster037260
379073578	Cluster037263
379073579	Cluster037262
379073580	Cluster040142
379073581	Cluster040143
379073582	Cluster040140
379073583	Cluster040141
379073584	Cluster037269
379073585	Cluster037268
379073586	Cluster040144
379073587	Cluster040145
379073588	Cluster048797
379073589	Cluster048796
379073590	Cluster048795
379073591	Cluster048794
379073592	Cluster048793
379073593	Cluster048792
379073594	Cluster048791
379073595	Cluster048790
379073596	Cluster009909
379073597	Cluster048799
379073598	Cluster037579
379073599	Cluster037052
379073600	Cluster025291
379073601	Cluster015189
379073602	Cluster012661
379073603	Cluster034339
379073604	Cluster032161
379073605	Cluster032160
379073606	Cluster032163
379073607	Cluster032162
379073608	Cluster032165
379073609	Cluster032164
379073610	Cluster032167
379073611	Cluster032166
379073612	Cluster032169
379073613	Cluster032168
379073614	Cluster001556m
379073615	Cluster037577
379073616	Cluster052558
379073617	Cluster052559
379073618	Cluster002999
379073619	Cluster002998
379073620	Cluster002992
379073621	Cluster002990
379073622	Cluster002997
379073623	Cluster002996
379073624	Cluster002995
379073625	Cluster002994
379073626	Cluster015182
379073627	Cluster037572
379073628	Cluster052088
379073629	Cluster052089
379073630	Cluster052084
379073631	Cluster052085
379073632	Cluster052086
379073633	Cluster052087
379073634	Cluster052080
379073635	Cluster052081
379073636	Cluster052082
379073637	Cluster052083
379073638	Cluster037197
379073639	Cluster002661
379073640	Cluster046426
379073641	Cluster002663
379073642	Cluster002662
379073643	Cluster002665
379073644	Cluster046422
379073645	Cluster046421
379073646	Cluster002666
379073647	Cluster002668
379073648	Cluster046429
379073649	Cluster046428
379073650	Cluster000292
379073651	Cluster000293
379073652	Cluster000290
379073653	Cluster000291
379073654	Cluster000296
379073655	Cluster000297
379073656	Cluster000294
379073657	Cluster000295
379073658	Cluster007011
379073659	Cluster007010
379073660	Cluster000299
379073661	Cluster007015
379073662	Cluster007014
379073663	Cluster007016
379073664	Cluster008485p
379073665	Cluster005603
379073666	Cluster019452
379073667	Cluster019453
379073668	Cluster019450
379073669	Cluster019451
379073670	Cluster019456
379073671	Cluster019454
379073672	Cluster019455
379073673	Cluster019458
379073674	Cluster019459
379073675	Cluster000748
379073676	Cluster029189
379073677	Cluster029188
379073678	Cluster038206
379073679	Cluster038207
379073680	Cluster038204
379073681	Cluster038205
379073682	Cluster000740
379073683	Cluster000741
379073684	Cluster000742
379073685	Cluster000743
379073686	Cluster000745
379073687	Cluster000746
379073688	Cluster000747
379073689	Cluster008594
379073690	Cluster008597
379073691	Cluster008596
379073692	Cluster008591
379073693	Cluster008590
379073694	Cluster008593
379073695	Cluster008592
379073696	Cluster008599
379073697	Cluster008598
379073698	Cluster034718
379073699	Cluster005580p
379073700	Cluster001637p
379073701	Cluster001012m
379073702	Cluster001637m
379073703	Cluster000665m
379073704	Cluster012754
379073705	Cluster012755
379073706	Cluster012756
379073707	Cluster012757
379073708	Cluster012750
379073709	Cluster012751
379073710	Cluster012752
379073711	Cluster012753
379073712	Cluster029459
379073713	Cluster029458
379073714	Cluster012758
379073715	Cluster012759
379073716	Cluster020060
379073717	Cluster011465
379073718	Cluster048137
379073719	Cluster015908
379073720	Cluster015909
379073721	Cluster015904
379073722	Cluster015905
379073723	Cluster015906
379073724	Cluster015907
379073725	Cluster015900
379073726	Cluster015901
379073727	Cluster015902
379073728	Cluster015903
379073729	Cluster034906
379073730	Cluster020069
379073731	Cluster034900
379073732	Cluster031267
379073733	Cluster007909
379073734	Cluster007908
379073735	Cluster039559
379073736	Cluster039558
379073737	Cluster007903
379073738	Cluster007902
379073739	Cluster007901
379073740	Cluster005222p
379073741	Cluster007907
379073742	Cluster007906
379073743	Cluster007905
379073744	Cluster007904
379073745	Cluster037097
379073746	Cluster003218
379073747	Cluster005222m
379073748	Cluster003213
379073749	Cluster003211
379073750	Cluster003210
379073751	Cluster003217
379073752	Cluster003216
379073753	Cluster003215
379073754	Cluster031262
379073755	Cluster040968
379073756	Cluster040969
379073757	Cluster031261
379073758	Cluster040960
379073759	Cluster040961
379073760	Cluster040962
379073761	Cluster031260
379073762	Cluster040964
379073763	Cluster040965
379073764	Cluster040966
379073765	Cluster040967
379073766	Cluster001500
379073767	Cluster001503
379073768	Cluster001502
379073769	Cluster045303
379073770	Cluster017222
379073771	Cluster001507
379073772	Cluster045300
379073773	Cluster001509
379073774	Cluster001508
379073775	Cluster017229
379073776	Cluster017228
379073777	Cluster001548m
379073778	Cluster051986
379073779	Cluster012784
379073780	Cluster001548p
379073781	Cluster025487
379073782	Cluster020359
379073783	Cluster035322
379073784	Cluster035323
379073785	Cluster035320
379073786	Cluster035321
379073787	Cluster035326
379073788	Cluster035327
379073789	Cluster035324
379073790	Cluster035325
379073791	Cluster035328
379073792	Cluster035329
379073793	Cluster025488
379073794	Cluster000553m
379073795	Cluster020358
379073796	Cluster037147
379073797	Cluster000553p
379073798	Cluster037051
379073799	Cluster051049
379073800	Cluster051048
379073801	Cluster054039
379073802	Cluster054038
379073803	Cluster051041
379073804	Cluster051040
379073805	Cluster051043
379073806	Cluster051042
379073807	Cluster051045
379073808	Cluster051044
379073809	Cluster051047
379073810	Cluster051046
379073811	Cluster010626
379073812	Cluster010627
379073813	Cluster010624
379073814	Cluster010625
379073815	Cluster010622
379073816	Cluster010623
379073817	Cluster010620
379073818	Cluster010621
379073819	Cluster010628
379073820	Cluster010629
379073821	Cluster014754
379073822	Cluster014755
379073823	Cluster014752
379073824	Cluster014753
379073825	Cluster014750
379073826	Cluster014751
379073827	Cluster004747p
379073828	Cluster014758
379073829	Cluster014759
379073830	Cluster018882
379073831	Cluster018883
379073832	Cluster018880
379073833	Cluster018886
379073834	Cluster018887
379073835	Cluster018884
379073836	Cluster018885
379073837	Cluster018888
379073838	Cluster018889
379073839	Cluster012833
379073840	Cluster045871
379073841	Cluster045870
379073842	Cluster045873
379073843	Cluster045872
379073844	Cluster010998
379073845	Cluster010999
379073846	Cluster045877
379073847	Cluster045876
379073848	Cluster045879
379073849	Cluster010995
379073850	Cluster010996
379073851	Cluster010997
379073852	Cluster010990
379073853	Cluster010991
379073854	Cluster010992
379073855	Cluster010993
379073856	Cluster014288
379073857	Cluster014289
379073858	Cluster014284
379073859	Cluster014285
379073860	Cluster014286
379073861	Cluster014287
379073862	Cluster014280
379073863	Cluster014282
379073864	Cluster014283
379073865	Cluster008480m
379073866	Cluster051009
379073867	Cluster051008
379073868	Cluster008480p
379073869	Cluster023978
379073870	Cluster023979
379073871	Cluster002274m
379073872	Cluster023974
379073873	Cluster023975
379073874	Cluster023976
379073875	Cluster023977
379073876	Cluster023970
379073877	Cluster023971
379073878	Cluster023972
379073879	Cluster023973
379073880	Cluster023676
379073881	Cluster002274p
379073882	Cluster023675
379073883	Cluster002020m
379073884	Cluster043091
379073885	Cluster043090
379073886	Cluster043093
379073887	Cluster043092
379073888	Cluster043095
379073889	Cluster043097
379073890	Cluster043096
379073891	Cluster043099
379073892	Cluster043098
379073893	Cluster023672
379073894	Cluster015481
379073895	Cluster015480
379073896	Cluster015482
379073897	Cluster015485
379073898	Cluster015484
379073899	Cluster015487
379073900	Cluster015486
379073901	Cluster015489
379073902	Cluster015488
379073903	Cluster016666
379073904	Cluster016667
379073905	Cluster016660
379073906	Cluster016661
379073907	Cluster016662
379073908	Cluster013609
379073909	Cluster028591
379073910	Cluster013608
379073911	Cluster043329
379073912	Cluster043328
379073913	Cluster043327
379073914	Cluster043326
379073915	Cluster043325
379073916	Cluster043324
379073917	Cluster043323
379073918	Cluster043322
379073919	Cluster043320
379073920	Cluster050833
379073921	Cluster050832
379073922	Cluster050831
379073923	Cluster050830
379073924	Cluster050837
379073925	Cluster050836
379073926	Cluster015159
379073927	Cluster047438
379073928	Cluster015157
379073929	Cluster015156
379073930	Cluster015155
379073931	Cluster015154
379073932	Cluster015153
379073933	Cluster015152
379073934	Cluster015151
379073935	Cluster015150
379073936	Cluster013601
379073937	Cluster019869
379073938	Cluster016599
379073939	Cluster013600
379073940	Cluster016592
379073941	Cluster016593
379073942	Cluster016590
379073943	Cluster019860
379073944	Cluster016596
379073945	Cluster016597
379073946	Cluster016594
379073947	Cluster016595
379073948	Cluster013602
379073949	Cluster013605
379073950	Cluster013604
379073951	Cluster049471
379073952	Cluster025736
379073953	Cluster026678
379073954	Cluster049470
379073955	Cluster014576
379073956	Cluster013606
379073957	Cluster012788
379073958	Cluster011313
379073959	Cluster011312
379073960	Cluster014574
379073961	Cluster049475
379073962	Cluster037057
379073963	Cluster014575
379073964	Cluster018227
379073965	Cluster049477
379073966	Cluster049476
379073967	Cluster014578
379073968	Cluster014579
379073969	Cluster042058
379073970	Cluster042059
379073971	Cluster042056
379073972	Cluster042057
379073973	Cluster042054
379073974	Cluster042055
379073975	Cluster042052
379073976	Cluster042053
379073977	Cluster042050
379073978	Cluster042051
379073979	Cluster015678
379073980	Cluster046748
379073981	Cluster046749
379073982	Cluster046746
379073983	Cluster046747
379073984	Cluster046744
379073985	Cluster046745
379073986	Cluster046742
379073987	Cluster046743
379073988	Cluster046740
379073989	Cluster046741
379073990	Cluster004065
379073991	Cluster051878
379073992	Cluster051879
379073993	Cluster008204p
379073994	Cluster051870
379073995	Cluster051871
379073996	Cluster051872
379073997	Cluster051873
379073998	Cluster051874
379073999	Cluster051875
379074000	Cluster051876
379074001	Cluster051877
379074002	Cluster005677
379074003	Cluster005676
379074004	Cluster005675
379074005	Cluster005674
379074006	Cluster005673
379074007	Cluster005672
379074008	Cluster009550
379074009	Cluster009551
379074010	Cluster010057
379074011	Cluster005679
